ID,Type,Name,Value,Priority
2588,L,Device_2588,177.91,1
2589,S,Device_2589,1471.23,0
2590,L,Device_2590,170.49,2
2591,L,Device_2591,165.49,3
2592,L,Device_2592,281.59,3
2593,L,Device_2593,239.15,3
2594,L,Device_2594,204.68,1
2595,L,Device_2595,310.07,1
2596,L,Device_2596,232.15,3
2597,L,Device_2597,265.61,1
2598,L,Device_2598,177.72,1
2599,L,,100,3
2600,L,Device_2600,217.86,1
2601,S,Device_2601,1656.05,0
2602,L,Device_2602,334.64,3
2603,L,Device_2603,201.53,1
2604,L,Device_2604,249.99,2
2605,L,Device_2605,287.67,2
2606,L,Device_2606,178.21,1
2607,L,Device_2607,125.4,1
2608,L,Device_2608,171.06,1
2609,L,Device_2609,172.05,1
2610,L,Device_2610,192.9,1
2611,L,Device_2611,103.29,1
2612,L,Device_2612,258.84,3
2613,L,Device_2613,242.81,1
2614,L,Device_2614,105.74,1
2615,L,Device_2615,187.56,1
2616,L,Device_2616,205.64,3
2617,L,Device_2617,85.04,1
2618,L,Device_2618,225.9,1
2619,L,Device_2619,173.67,1
2620,L,Device_2620,174.6,1
2621,L,Device_2621,181.9,3
2622,L,Device_2622,229.44,1
2623,L,Device_2623,140.68,1
2624,L,Device_2624,171.67,3
2625,L,Device_2625,159.07,2
2626,L,Device_2626,205.97,2
2627,L,Device_2627,156.83,3
2628,L,Device_2628,204.64,1
2629,L,Device_2629,217.01,2
2630,L,Device_2630,176.71,1
2631,L,Device_2631,220.27,3
2632,L,Device_2632,229.4,1
2633,L,Device_2633,243.83,1
2634,L,Device_2634,207.15,1
2635,L,Device_2635,193.47,3
2636,L,Device_2636,141.2,1
2637,L,Device_2637,180.39,1
2638,L,Device_2638,148.76,3
2639,L,Device_2639,310.25,3
2640,L,Device_2640,189.99,3
2641,L,Device_2641,102.13,3
2642,L,Device_2642,182.6,1
2643,L,Device_2643,100,
2644,L,Device_2644,,3
2645,L,Device_2645,235.17,3
2646,L,Device_2646,203.6,3
2647,L,Device_2647,237.54,1
2648,L,Device_2648,156.91,3
2649,L,Device_2649,228.66,3
2650,L,Device_2650,236.8,1
2651,L,Device_2651,196.86,1
2652,L,Device_2652,173.14,1
2653,L,Device_2653,148.14,1
2654,L,Device_2654,238.48,1
2655,L,Device_2655,88.73,1
2656,L,Device_2656,195.23,1
2657,L,Device_2657,259.05,3
2658,L,Device_2658,153.85,1
2659,L,Device_2659,168.5,1
2660,L,Device_2660,306.16,1
2661,L,Device_2661,137.18,3
2662,L,Device_2662,52.36,2
2663,L,Device_2663,176.03,1
2664,L,Device_2664,165.21,1
2665,L,Device_2665,304.91,1
2666,L,Device_2666,160.11,1
2667,L,Device_2667,220.99,1
2668,L,Device_2668,121.53,3
2669,L,Device_2669,179.72,3
2670,L,Device_2670,215.44,3
2671,L,Device_2671,188.68,1
2672,L,Device_2672,208.71,3
2673,L,Device_2673,187.59,2
2674,L,Device_2674,216.14,1
2675,L,Device_2675,191.16,1
2676,L,Device_2676,253.03,1
2677,L,Device_2677,176.27,2
2678,L,Device_2678,219.69,1
2679,L,Device_2679,184.85,2
2680,L,Device_2680,238.1,1
2681,S,Device_2681,1273.46,0
2682,L,Device_2682,219.77,2
2683,L,Device_2683,188.87,1
2684,L,Device_2684,182.96,2
2685,S,Device_2685,1309.14,0
2686,L,Device_2686,173.12,3
2687,L,Device_2687,197.15,1
2688,L,Device_2688,235.68,1
2689,L,Device_2689,224.06,3
2690,L,Device_2690,163.73,1
2691,S,Device_2691,1363.27,0
2692,L,Device_2692,186.12,3
2693,S,Device_2693,1516.89,0
2694,L,Device_2694,217.16,1
2695,L,Device_2695,240.13,3
2696,L,Device_2696,119.57,3
2697,L,Device_2697,285.35,1
2698,L,Device_2698,86.21,3
2699,L,Device_2699,224.37,3
2700,L,Device_2700,128.96,1
2701,L,Device_2701,165.57,3
2702,L,Device_2702,187.4,1
2703,L,Device_2703,165.88,3
2704,L,Device_2704,245.05,1
2705,L,Device_2705,167.49,1
2706,L,Device_2706,180.07,1
2707,L,Device_2707,260.49,2
2708,L,Device_2708,221.23,2
2709,L,Device_2709,280.24,1
2710,L,Device_2710,269.4,1
2711,L,Device_2711,166.67,3
2712,L,Device_2712,215.46,3
2713,L,Device_2713,255.23,1
2714,L,Device_2714,261.31,2
2715,L,Device_2715,205.95,1
2716,L,Device_2716,221.07,3
2717,L,Device_2717,226.05,3
2718,L,Device_2718,238.57,3
2719,L,Device_2719,209.82,3
2720,L,Device_2720,145.48,1
2721,L,Device_2721,262.65,1
2722,L,Device_2722,269.58,2
2723,L,Device_2723,152.62,1
2724,,Device_2724,100,3
2725,L,Device_2725,150.32,1
2726,L,Device_2726,210.28,3
2727,L,Device_2727,269.86,3
2728,L,Device_2728,171.13,1
2729,S,Device_2729,1616.31,0
2730,L,Device_2730,190.42,1
2731,L,Device_2731,288.92,3
2732,L,Device_2732,97.95,1
2733,L,Device_2733,200.8,1
2734,L,Device_2734,209.77,1
2735,L,Device_2735,246.62,2
2736,L,Device_2736,230.71,1
2737,L,Device_2737,118.79,3
2738,L,Device_2738,223.19,1
2739,L,Device_2739,168.28,1
2740,L,Device_2740,176.95,1
2741,L,Device_2741,218.32,1
2742,L,Device_2742,180.38,1
2743,L,Device_2743,118.34,2
2744,L,Device_2744,246.44,3
2745,S,Device_2745,1255.47,0
2746,L,Device_2746,232.63,1
2747,L,Device_2747,139.46,2
2748,L,Device_2748,243.01,3
2749,L,Device_2749,225.1,1
2750,L,Device_2750,197.57,2
2751,L,Device_2751,236.64,2
2752,S,Device_2752,1327.59,0
2753,L,Device_2753,120.03,3
2754,L,Device_2754,141.67,3
2755,L,Device_2755,228.48,1
2756,L,Device_2756,237.96,3
2757,L,Device_2757,153.86,3
2758,L,Device_2758,252.71,3
2759,L,Device_2759,240.97,3
2760,L,Device_2760,197.48,2
2761,L,Device_2761,88.73,2
2762,L,Device_2762,216.35,1
2763,L,Device_2763,156.82,1
2764,L,Device_2764,325.05,3
2765,L,Device_2765,302.8,1
2766,L,Device_2766,204.29,1
2767,L,Device_2767,134.12,3
2768,L,Device_2768,219.44,1
2769,L,Device_2769,240.78,1
2770,S,Device_2770,1404.17,0
2771,L,Device_2771,191.92,3
2772,L,Device_2772,179.93,1
2773,L,Device_2773,170.42,1
2774,L,Device_2774,210.75,1
2775,L,Device_2775,104.13,3
2776,L,Device_2776,255.85,1
2777,L,Device_2777,207.76,3
2778,L,Device_2778,161.91,2
2779,L,Device_2779,166.62,3
2780,L,Device_2780,200.76,1
2781,L,Device_2781,173.99,1
2782,L,Device_2782,201.04,3
2783,L,Device_2783,247.19,1
2784,L,Device_2784,159.42,3
2785,L,Device_2785,166.76,1
2786,L,Device_2786,118.52,1
2787,L,Device_2787,150.43,2
2788,L,Device_2788,184.8,1
2789,L,Device_2789,159.42,1
2790,L,Device_2790,204.81,3
2791,L,Device_2791,234.65,3
2792,L,Device_2792,140.57,3
2793,L,Device_2793,309.65,3
2794,L,Device_2794,179.1,3
2795,L,Device_2795,188.35,1
2796,L,Device_2796,288.1,1
2797,L,Device_2797,199.55,1
2798,L,Device_2798,189.35,3
2799,S,Device_2799,1339.98,0
2800,L,Device_2800,275.05,2
2801,L,Device_2801,262.53,1
2802,S,Device_2802,1260.78,0
2803,L,Device_2803,129.95,3
2804,L,Device_2804,156.66,1
2805,L,Device_2805,156.57,1
2806,L,Device_2806,226.43,2
2807,L,Device_2807,180.05,3
2808,L,Device_2808,183.8,1
2809,L,Device_2809,91.98,1
2810,L,Device_2810,227.36,2
2811,L,Device_2811,194.91,3
2812,L,Device_2812,177.07,2
2813,L,Device_2813,213.7,1
2814,L,Device_2814,116.65,2
2815,L,Device_2815,95.21,3
2816,L,Device_2816,90.22,1
2817,L,Device_2817,200.98,1
2818,L,,100,3
2819,L,Device_2819,203.94,3
2820,L,Device_2820,303.86,1
2821,L,Device_2821,220.54,1
2822,L,Device_2822,141.29,1
2823,L,Device_2823,133.72,1
2824,L,Device_2824,214.81,1
2825,L,Device_2825,144.57,1
2826,L,Device_2826,200.19,1
2827,L,Device_2827,169.91,1
2828,L,Device_2828,149.5,2
2829,L,Device_2829,173.08,1
2830,L,Device_2830,99.19,1
2831,L,Device_2831,151.59,1
2832,L,Device_2832,238.94,1
2833,L,Device_2833,249.02,3
2834,L,Device_2834,126.5,2
2835,L,Device_2835,188.46,3
2836,L,Device_2836,193.55,1
2837,S,Device_2837,1364.15,0
2838,L,Device_2838,268.61,1
2839,L,Device_2839,282.11,1
2840,L,Device_2840,159.0,1
2841,L,Device_2841,217.53,3
2842,L,Device_2842,232.05,1
2843,L,Device_2843,159.21,1
2844,L,Device_2844,207.74,1
2845,L,Device_2845,,3
2846,L,Device_2846,250.34,3
2847,L,Device_2847,244.2,1
2848,L,Device_2848,127.44,3
2849,L,Device_2849,162.84,2
2850,L,Device_2850,91.73,3
2851,L,Device_2851,236.67,3
2852,L,Device_2852,47.85,1
2853,L,Device_2853,151.52,2
2854,L,Device_2854,73.26,3
2855,L,Device_2855,190.31,1
2856,L,Device_2856,226.51,1
2857,L,Device_2857,191.89,3
2858,L,Device_2858,276.14,3
2859,L,Device_2859,291.44,3
2860,L,Device_2860,78.81,1
2861,L,Device_2861,231.3,1
2862,S,Device_2862,1754.65,0
2863,L,Device_2863,260.46,2
2864,L,Device_2864,100,
2865,L,Device_2865,225.17,3
2866,L,Device_2866,189.98,3
2867,L,Device_2867,164.78,1
2868,L,Device_2868,221.61,1
2869,L,Device_2869,148.76,1
2870,L,Device_2870,140.98,2
2871,L,Device_2871,162.33,3
2872,L,Device_2872,129.26,3
2873,L,Device_2873,157.67,3
2874,L,Device_2874,156.37,1
2875,S,Device_2875,1262.32,0
2876,S,Device_2876,1531.46,0
2877,L,Device_2877,203.45,2
2878,L,Device_2878,201.78,1
2879,L,Device_2879,175.85,3
2880,L,Device_2880,100,
2881,L,Device_2881,217.91,1
2882,L,Device_2882,203.61,1
2883,L,Device_2883,131.64,1
2884,L,Device_2884,164.94,1
2885,L,Device_2885,158.03,3
2886,L,Device_2886,231.4,1
2887,L,Device_2887,127.18,3
2888,L,Device_2888,152.0,1
2889,L,Device_2889,128.0,1
2890,L,Device_2890,101.96,3
2891,L,Device_2891,270.85,1
2892,L,Device_2892,185.34,3
2893,L,Device_2893,276.55,1
2894,L,Device_2894,101.68,2
2895,L,Device_2895,120.99,3
2896,L,Device_2896,179.17,2
2897,L,Device_2897,203.38,1
2898,L,Device_2898,192.67,2
2899,L,Device_2899,247.11,3
2900,L,Device_2900,162.92,1
2901,L,Device_2901,180.68,1
2902,L,Device_2902,122.01,1
2903,L,Device_2903,232.15,3
2904,L,Device_2904,189.87,1
2905,L,Device_2905,175.82,1
2906,L,Device_2906,196.84,1
2907,L,Device_2907,183.5,3
2908,L,Device_2908,234.74,1
2909,L,Device_2909,173.13,1
2910,L,Device_2910,187.27,1
2911,L,Device_2911,208.1,2
2912,L,Device_2912,139.61,3
2913,L,Device_2913,163.66,3
2914,L,Device_2914,200.03,1
2915,L,Device_2915,205.8,1
2916,L,Device_2916,230.47,1
2917,L,Device_2917,173.01,1
2918,L,Device_2918,267.84,1
2919,L,Device_2919,181.63,1
2920,L,Device_2920,190.65,2
2921,L,Device_2921,215.36,1
2922,L,Device_2922,206.24,1
2923,L,Device_2923,258.17,3
2924,L,Device_2924,292.99,3
2925,L,Device_2925,189.79,2
2926,L,Device_2926,205.0,1
2927,L,Device_2927,183.32,2
2928,S,Device_2928,1388.75,0
2929,L,Device_2929,233.62,3
2930,L,Device_2930,208.89,1
2931,L,Device_2931,281.64,3
2932,L,Device_2932,117.43,3
2933,L,Device_2933,228.85,3
2934,L,Device_2934,198.93,1
2935,L,Device_2935,182.11,1
2936,L,Device_2936,135.94,1
2937,L,Device_2937,275.93,3
2938,L,Device_2938,207.23,1
2939,L,Device_2939,157.68,3
2940,L,Device_2940,258.33,1
2941,L,Device_2941,211.61,2
2942,L,Device_2942,133.16,1
2943,L,Device_2943,197.45,3
2944,L,Device_2944,145.08,3
2945,L,Device_2945,170.34,1
2946,L,Device_2946,146.54,3
2947,L,Device_2947,205.14,1
2948,L,Device_2948,251.8,1
2949,L,Device_2949,283.0,3
2950,L,Device_2950,258.54,1
2951,L,Device_2951,107.7,1
2952,L,Device_2952,247.74,1
2953,L,Device_2953,284.97,1
2954,L,Device_2954,148.17,2
2955,L,Device_2955,216.02,1
2956,L,Device_2956,227.08,2
2957,L,Device_2957,226.11,1
2958,L,Device_2958,211.25,1
2959,L,Device_2959,176.64,1
2960,L,Device_2960,219.24,2
2961,S,Device_2961,1477.77,0
2962,L,Device_2962,209.04,3
2963,L,Device_2963,192.86,1
2964,L,Device_2964,192.55,3
2965,L,Device_2965,179.45,2
2966,L,Device_2966,279.53,2
2967,L,Device_2967,215.9,1
2968,L,Device_2968,243.32,1
2969,L,Device_2969,182.23,3
2970,L,Device_2970,181.7,1
2971,L,Device_2971,242.87,3
2972,L,Device_2972,177.14,1
2973,L,Device_2973,239.91,1
2974,L,Device_2974,217.68,3
2975,L,Device_2975,181.01,1
2976,L,Device_2976,175.28,1
2977,L,Device_2977,191.49,1
2978,L,Device_2978,148.04,1
2979,L,Device_2979,218.49,2
2980,L,Device_2980,296.59,2
2981,L,Device_2981,257.98,1
2982,L,Device_2982,104.4,1
2983,L,Device_2983,216.73,2
2984,L,Device_2984,194.35,3
2985,L,Device_2985,252.78,1
2986,L,Device_2986,258.31,3
2987,L,Device_2987,198.8,1
2988,L,Device_2988,176.27,1
2989,L,Device_2989,251.62,2
2990,L,Device_2990,182.49,3
2991,L,Device_2991,96.6,1
2992,L,Device_2992,115.79,1
2993,L,Device_2993,144.54,1
2994,L,Device_2994,286.93,3
2995,L,Device_2995,225.12,1
2996,L,Device_2996,193.74,3
2997,L,Device_2997,197.12,1
2998,L,Device_2998,148.8,3
2999,L,Device_2999,178.56,2
3000,L,Device_3000,146.6,1
3001,L,Device_3001,163.56,1
3002,L,Device_3002,322.2,1
3003,L,Device_3003,244.84,1
3004,L,Device_3004,183.27,3
3005,L,Device_3005,327.81,3
3006,L,Device_3006,231.72,1
3007,L,Device_3007,192.56,1
3008,L,Device_3008,150.64,1
3009,L,Device_3009,288.87,1
3010,L,Device_3010,228.58,2
3011,L,Device_3011,194.16,3
3012,L,Device_3012,181.12,1
3013,L,Device_3013,283.69,1
3014,L,Device_3014,211.78,1
3015,S,Device_3015,1223.01,0
3016,L,Device_3016,253.04,1
3017,L,Device_3017,223.18,3
3018,L,Device_3018,200.42,1
3019,L,Device_3019,166.38,1
3020,L,Device_3020,117.03,1
3021,L,Device_3021,181.07,1
3022,L,Device_3022,160.12,1
3023,L,Device_3023,269.06,1
3024,L,Device_3024,149.23,2
3025,L,Device_3025,211.63,3
3026,L,Device_3026,234.89,3
3027,L,Device_3027,131.8,3
3028,L,Device_3028,238.18,3
3029,L,Device_3029,214.45,1
3030,L,Device_3030,191.34,2
3031,L,Device_3031,88.3,2
3032,L,Device_3032,214.74,1
3033,L,Device_3033,187.48,2
3034,L,Device_3034,240.13,2
3035,L,Device_3035,191.63,1
3036,L,Device_3036,267.78,1
3037,L,Device_3037,219.96,1
3038,L,Device_3038,90.76,1
3039,S,Device_3039,1244.02,0
3040,L,Device_3040,200.92,3
3041,L,Device_3041,135.04,1
3042,S,Device_3042,1163.39,0
3043,L,Device_3043,189.67,3
3044,L,Device_3044,291.67,1
3045,L,Device_3045,191.53,3
3046,L,Device_3046,186.21,1
3047,L,Device_3047,169.67,1
3048,L,Device_3048,191.97,3
3049,L,Device_3049,139.45,3
3050,L,Device_3050,220.54,1
3051,L,Device_3051,289.27,3
3052,L,Device_3052,142.18,3
3053,,Device_3053,100,3
3054,L,Device_3054,197.65,3
3055,L,Device_3055,193.15,3
3056,L,Device_3056,251.04,1
3057,L,Device_3057,150.15,2
3058,L,Device_3058,201.69,1
3059,L,Device_3059,235.68,3
3060,S,Device_3060,1618.26,0
3061,L,Device_3061,216.31,1
3062,S,Device_3062,1407.11,0
3063,L,Device_3063,124.93,3
3064,L,Device_3064,127.08,1
3065,L,Device_3065,252.57,3
3066,S,Device_3066,1816.65,0
3067,L,Device_3067,276.28,1
3068,L,Device_3068,266.23,1
3069,L,Device_3069,212.57,3
3070,L,,100,3
3071,L,Device_3071,,3
3072,L,Device_3072,239.68,3
3073,L,Device_3073,264.17,2
3074,L,Device_3074,138.2,1
3075,L,Device_3075,161.47,3
3076,L,Device_3076,199.77,3
3077,L,Device_3077,205.58,1
3078,L,Device_3078,184.76,1
3079,L,Device_3079,125.41,1
3080,L,Device_3080,231.02,1
3081,L,Device_3081,254.86,2
3082,L,Device_3082,256.11,1
3083,L,Device_3083,199.32,1
3084,L,Device_3084,187.44,3
3085,L,Device_3085,151.86,3
3086,L,Device_3086,297.79,1
3087,L,Device_3087,65.85,1
3088,L,Device_3088,237.3,3
3089,L,Device_3089,164.74,1
3090,L,Device_3090,184.47,1
3091,L,Device_3091,228.11,1
3092,L,Device_3092,217.72,3
3093,S,Device_3093,1376.43,0
3094,L,Device_3094,138.67,3
3095,L,Device_3095,290.92,1
3096,L,Device_3096,193.89,2
3097,L,Device_3097,128.43,3
3098,L,Device_3098,139.82,1
3099,L,Device_3099,120.71,3
3100,L,,100,3
3101,L,Device_3101,157.84,3
3102,L,Device_3102,209.22,2
3103,L,Device_3103,179.23,3
3104,L,Device_3104,229.94,3
3105,L,Device_3105,163.63,3
3106,L,Device_3106,130.75,1
3107,L,Device_3107,193.23,3
3108,L,Device_3108,230.13,1
3109,L,Device_3109,211.43,1
3110,S,Device_3110,1135.6,0
3111,L,Device_3111,270.37,1
3112,L,Device_3112,235.34,3
3113,L,Device_3113,207.31,3
3114,L,Device_3114,192.42,3
3115,L,Device_3115,173.46,3
3116,L,Device_3116,120.32,1
3117,L,Device_3117,359.22,1
3118,L,Device_3118,214.27,1
3119,S,Device_3119,1399.35,0
3120,L,Device_3120,225.13,1
3121,L,Device_3121,236.87,1
3122,L,Device_3122,301.06,1
3123,L,Device_3123,275.56,1
3124,L,Device_3124,267.94,2
3125,L,Device_3125,218.63,1
3126,L,Device_3126,251.27,1
3127,L,Device_3127,166.25,1
3128,L,Device_3128,312.95,3
3129,L,Device_3129,264.08,1
3130,L,Device_3130,238.18,1
3131,L,Device_3131,213.53,3
3132,L,Device_3132,115.29,2
3133,L,Device_3133,154.49,1
3134,L,Device_3134,188.95,1
3135,L,Device_3135,175.38,2
3136,L,Device_3136,181.96,1
3137,L,Device_3137,161.18,1
3138,L,Device_3138,261.23,3
3139,L,Device_3139,256.57,3
3140,L,Device_3140,194.66,3
3141,L,Device_3141,273.45,1
3142,L,Device_3142,273.24,3
3143,L,Device_3143,222.02,2
3144,L,Device_3144,194.21,2
3145,L,Device_3145,150.74,1
3146,L,Device_3146,223.84,1
3147,L,Device_3147,176.74,3
3148,L,Device_3148,196.81,3
3149,L,Device_3149,259.49,1
3150,L,Device_3150,232.26,3
3151,L,Device_3151,183.16,1
3152,S,Device_3152,1484.46,0
3153,L,Device_3153,154.55,1
3154,L,Device_3154,230.96,1
3155,L,Device_3155,217.97,1
3156,L,Device_3156,190.81,3
3157,L,Device_3157,156.09,1
3158,L,Device_3158,237.71,1
3159,S,Device_3159,1576.33,0
3160,L,Device_3160,254.85,1
3161,L,Device_3161,140.71,1
3162,L,Device_3162,234.25,1
3163,L,Device_3163,205.75,1
3164,L,Device_3164,216.39,2
3165,L,Device_3165,190.9,3
3166,L,Device_3166,351.59,1
3167,L,Device_3167,174.07,1
3168,L,Device_3168,205.73,3
3169,L,Device_3169,183.81,3
3170,L,Device_3170,225.72,3
3171,L,Device_3171,177.37,1
3172,L,Device_3172,238.68,3
3173,L,Device_3173,252.95,2
3174,L,Device_3174,216.32,1
3175,L,Device_3175,154.62,3
3176,L,Device_3176,180.49,2
3177,S,Device_3177,1577.62,0
3178,L,Device_3178,186.16,1
3179,L,Device_3179,231.61,1
3180,L,,100,3
3181,L,Device_3181,202.36,1
3182,L,Device_3182,153.05,1
3183,L,Device_3183,158.87,1
3184,L,Device_3184,226.65,2
3185,L,Device_3185,251.87,3
3186,L,Device_3186,207.4,2
3187,L,Device_3187,179.9,3
3188,L,Device_3188,197.85,3
3189,L,Device_3189,274.38,3
3190,L,Device_3190,140.89,3
3191,L,Device_3191,228.17,3
3192,L,,100,3
3193,L,Device_3193,190.06,1
3194,L,Device_3194,240.67,2
3195,L,Device_3195,190.07,1
3196,L,Device_3196,233.91,2
3197,L,Device_3197,151.82,1
3198,L,Device_3198,201.68,1
3199,L,Device_3199,239.17,3
3200,L,Device_3200,222.67,3
3201,,Device_3201,100,3
3202,S,Device_3202,1473.36,0
3203,L,Device_3203,196.17,1
3204,L,Device_3204,162.47,1
3205,S,Device_3205,1848.15,0
3206,L,Device_3206,211.27,3
3207,L,Device_3207,138.45,3
3208,L,Device_3208,231.77,3
3209,L,Device_3209,238.66,1
3210,L,Device_3210,149.82,1
3211,L,Device_3211,166.91,3
3212,L,Device_3212,141.69,1
3213,L,Device_3213,181.36,3
3214,L,Device_3214,119.11,3
3215,L,Device_3215,208.43,2
3216,L,Device_3216,181.88,3
3217,,Device_3217,100,3
3218,L,Device_3218,242.3,3
3219,L,Device_3219,241.9,2
3220,S,Device_3220,691.01,0
3221,L,Device_3221,192.56,3
3222,L,Device_3222,119.32,3
3223,L,Device_3223,211.4,3
3224,L,Device_3224,152.77,3
3225,L,Device_3225,142.66,2
3226,L,Device_3226,129.52,2
3227,L,Device_3227,196.08,2
3228,L,Device_3228,204.27,1
3229,L,Device_3229,233.02,2
3230,L,Device_3230,196.73,3
3231,L,Device_3231,173.91,3
3232,L,Device_3232,258.78,3
3233,L,Device_3233,301.07,3
3234,L,Device_3234,222.33,3
3235,L,Device_3235,290.69,3
3236,L,Device_3236,273.38,1
3237,L,Device_3237,207.26,1
3238,L,Device_3238,245.31,1
3239,L,Device_3239,82.51,1
3240,L,Device_3240,213.38,1
3241,L,Device_3241,176.8,3
3242,L,Device_3242,213.34,1
3243,L,Device_3243,304.44,2
3244,L,Device_3244,214.91,3
3245,L,Device_3245,253.01,1
3246,L,Device_3246,214.72,3
3247,L,Device_3247,184.03,2
3248,L,Device_3248,173.7,1
3249,L,Device_3249,215.6,3
3250,L,Device_3250,228.11,3
3251,L,Device_3251,179.53,1
3252,L,Device_3252,156.25,3
3253,L,Device_3253,223.18,3
3254,L,Device_3254,182.81,3
3255,L,Device_3255,192.78,1
3256,L,Device_3256,230.28,1
3257,L,Device_3257,127.13,1
3258,L,Device_3258,134.01,1
3259,L,Device_3259,215.93,2
3260,L,Device_3260,221.8,1
3261,L,Device_3261,274.46,1
3262,L,Device_3262,137.38,1
3263,L,Device_3263,186.28,1
3264,L,Device_3264,179.51,1
3265,S,Device_3265,1690.41,0
3266,L,Device_3266,161.85,1
3267,L,Device_3267,149.85,1
3268,L,Device_3268,314.54,3
3269,L,Device_3269,254.81,1
3270,L,Device_3270,232.44,1
3271,L,Device_3271,158.82,1
3272,L,Device_3272,205.65,3
3273,L,Device_3273,249.25,1
3274,L,Device_3274,140.96,3
3275,L,Device_3275,201.06,3
3276,L,Device_3276,222.44,3
3277,L,Device_3277,143.77,2
3278,L,Device_3278,155.66,3
3279,L,Device_3279,156.85,1
3280,L,Device_3280,184.34,1
3281,L,Device_3281,167.39,3
3282,L,Device_3282,260.94,3
3283,L,Device_3283,216.35,3
3284,S,Device_3284,1178.29,0
3285,,Device_3285,100,3
3286,L,Device_3286,225.48,2
3287,L,Device_3287,154.2,1
3288,L,Device_3288,236.93,1
3289,S,Device_3289,1714.11,0
3290,L,Device_3290,172.26,1
3291,L,Device_3291,197.44,1
3292,L,Device_3292,232.65,3
3293,L,Device_3293,200.58,1
3294,L,Device_3294,140.46,1
3295,L,Device_3295,159.31,3
3296,L,Device_3296,236.69,2
3297,L,Device_3297,212.76,3
3298,S,Device_3298,1332.44,0
3299,L,Device_3299,204.21,2
3300,L,Device_3300,218.0,3
3301,L,Device_3301,299.95,1
3302,L,Device_3302,222.13,2
3303,L,Device_3303,244.59,3
3304,L,Device_3304,158.31,1
3305,L,Device_3305,253.47,3
3306,L,Device_3306,193.74,3
3307,L,Device_3307,208.94,3
3308,L,Device_3308,211.31,2
3309,L,Device_3309,186.82,3
3310,L,Device_3310,136.95,3
3311,L,Device_3311,253.67,3
3312,L,Device_3312,109.54,3
3313,L,Device_3313,197.17,3
3314,L,Device_3314,193.1,2
3315,L,Device_3315,59.22,1
3316,L,Device_3316,228.33,1
3317,L,Device_3317,170.88,3
3318,L,Device_3318,175.36,1
3319,L,Device_3319,229.36,1
3320,L,Device_3320,194.64,2
3321,L,Device_3321,259.93,1
3322,L,Device_3322,236.81,3
3323,L,Device_3323,305.14,3
3324,L,Device_3324,160.78,1
3325,L,Device_3325,87.89,1
3326,L,Device_3326,206.57,1
3327,L,Device_3327,203.73,1
3328,L,Device_3328,115.52,3
3329,L,Device_3329,230.49,1
3330,L,Device_3330,116.27,1
3331,L,Device_3331,129.72,2
3332,L,Device_3332,179.44,1
3333,L,Device_3333,196.05,2
3334,L,Device_3334,114.61,3
3335,L,Device_3335,131.72,1
3336,L,Device_3336,159.4,3
3337,L,Device_3337,242.17,2
3338,L,Device_3338,182.05,1
3339,L,Device_3339,222.34,1
3340,L,Device_3340,172.74,1
3341,L,Device_3341,204.11,1
3342,L,Device_3342,218.87,1
3343,L,Device_3343,148.82,3
3344,L,Device_3344,276.16,1
3345,L,Device_3345,288.13,1
3346,L,Device_3346,127.52,1
3347,L,Device_3347,257.3,3
3348,L,Device_3348,269.74,1
3349,L,Device_3349,243.6,3
3350,L,Device_3350,187.12,1
3351,L,Device_3351,126.48,2
3352,L,Device_3352,290.44,3
3353,L,Device_3353,103.1,1
3354,L,Device_3354,274.5,3
3355,L,Device_3355,183.25,1
3356,L,Device_3356,174.23,1
3357,L,Device_3357,225.08,3
3358,L,Device_3358,219.25,1
3359,L,Device_3359,118.43,2
3360,L,Device_3360,251.14,1
3361,L,Device_3361,224.92,1
3362,L,Device_3362,222.36,1
3363,L,Device_3363,172.12,1
3364,L,Device_3364,248.2,1
3365,L,Device_3365,87.74,1
3366,L,Device_3366,251.73,1
3367,L,Device_3367,269.53,1
3368,L,Device_3368,189.96,3
3369,L,Device_3369,264.03,3
3370,L,Device_3370,215.19,1
3371,L,Device_3371,212.46,1
3372,L,Device_3372,227.3,1
3373,L,Device_3373,234.66,3
3374,L,Device_3374,219.52,2
3375,S,Device_3375,1640.82,0
3376,L,Device_3376,237.24,1
3377,L,Device_3377,138.52,3
3378,L,Device_3378,68.94,1
3379,L,Device_3379,248.66,3
3380,L,Device_3380,156.55,1
3381,L,Device_3381,291.94,1
3382,L,Device_3382,171.24,1
3383,L,Device_3383,99.58,3
3384,L,Device_3384,225.35,1
3385,L,Device_3385,174.09,3
3386,L,Device_3386,153.5,1
3387,L,Device_3387,166.39,3
3388,L,Device_3388,273.58,3
3389,L,Device_3389,329.87,2
3390,L,Device_3390,138.91,3
3391,L,Device_3391,191.13,1
3392,L,Device_3392,203.82,1
3393,L,Device_3393,208.03,1
3394,,Device_3394,100,3
3395,L,Device_3395,162.02,3
3396,L,Device_3396,134.33,1
3397,L,Device_3397,221.28,3
3398,L,Device_3398,196.48,3
3399,L,Device_3399,254.82,2
3400,L,Device_3400,246.78,3
3401,L,Device_3401,122.65,3
3402,L,Device_3402,107.77,1
3403,L,Device_3403,160.7,3
3404,L,Device_3404,193.18,1
3405,L,Device_3405,241.76,1
3406,L,Device_3406,197.26,2
3407,L,Device_3407,171.67,3
3408,L,Device_3408,211.76,1
3409,S,Device_3409,1484.18,0
3410,L,Device_3410,212.98,3
3411,L,Device_3411,254.18,3
